lot_frontage,lot_area,year_built,year_remod/add,mas_vnr_area,bsmtfin_sf_1,total_bsmt_sf,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,totrms_abvgrd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,mo_sold,yr_sold
65.0,12257.0,1995,1995,513.0,56.0,1318.0,1328.0,1203.0,2531.0,0,2,1,4,9,1,1995,3,752.0,222.0,98.0,11,2007
82.0,9044.0,1996,1997,526.0,1225.0,1325.0,1335.0,1203.0,2538.0,0,2,1,4,8,1,1996,3,933.0,198.0,92.0,5,2007
21.0,1680.0,1973,1973,504.0,254.0,483.0,483.0,504.0,987.0,1,1,1,2,5,0,1973,1,264.0,0.0,0.0,7,2009
45.0,9468.0,1999,1999,148.0,639.0,840.0,840.0,915.0,1755.0,1,2,1,3,7,1,1999,2,530.0,176.0,73.0,8,2006
102.0,9373.0,1953,1953,84.0,500.0,1152.0,1152.0,0.0,1152.0,0,1,1,3,6,0,1971,2,636.0,0.0,0.0,5,2008
70.0,7000.0,2003,2003,0.0,622.0,926.0,1016.0,868.0,1884.0,1,2,1,3,7,1,2003,2,581.0,0.0,35.0,6,2009
107.0,10186.0,1992,1992,0.0,674.0,750.0,1061.0,862.0,1923.0,1,2,1,3,8,1,1992,2,564.0,240.0,39.0,6,2010
90.0,11664.0,2002,2002,0.0,1234.0,1569.0,1611.0,0.0,1611.0,1,2,0,3,6,0,2002,3,1231.0,262.0,93.0,9,2009
90.0,10768.0,1976,2004,0.0,1157.0,1437.0,1437.0,0.0,1437.0,1,2,0,3,6,1,1976,2,528.0,0.0,21.0,7,2007
78.0,10530.0,1993,1993,194.0,819.0,1148.0,1091.0,984.0,2075.0,1,2,1,3,8,1,1993,2,473.0,235.0,86.0,8,2007
50.0,14859.0,2006,2006,27.0,0.0,1670.0,1670.0,0.0,1670.0,0,2,0,3,7,1,2006,3,690.0,144.0,60.0,8,2006
93.0,10481.0,2006,2007,0.0,0.0,2140.0,2140.0,0.0,2140.0,0,2,1,3,8,0,2006,3,894.0,136.0,32.0,6,2007
85.0,9350.0,1965,1999,0.0,633.0,1219.0,1265.0,0.0,1265.0,0,2,0,3,6,1,1965,2,502.0,0.0,92.0,10,2008
138.0,18030.0,1946,1994,0.0,152.0,1598.0,1636.0,971.0,3086.0,0,3,0,3,12,1,2005,0,0.0,122.0,0.0,3,2007
50.0,5925.0,1910,1950,0.0,0.0,600.0,600.0,368.0,968.0,0,1,0,2,6,0,2005,0,0.0,0.0,0.0,5,2009
69.06,6718.0,2001,2001,86.0,250.0,1267.0,1312.0,0.0,1312.0,0,2,0,2,5,0,2001,2,471.0,256.0,28.0,1,2007
69.06,11855.0,2000,2000,23.0,820.0,1168.0,1168.0,1619.0,2787.0,2,4,2,6,8,2,2000,4,820.0,312.0,0.0,10,2009
69.06,12394.0,2003,2003,0.0,0.0,847.0,847.0,886.0,1733.0,0,2,1,3,7,1,2003,2,433.0,100.0,48.0,10,2007
50.0,7000.0,1940,1950,0.0,375.0,720.0,720.0,495.0,1215.0,0,1,0,3,6,0,1965,2,720.0,0.0,0.0,5,2007
87.0,10367.0,2008,2008,284.0,1015.0,1739.0,1743.0,0.0,1743.0,1,2,0,3,8,1,2008,3,927.0,168.0,45.0,6,2009
38.0,15240.0,1977,2004,0.0,198.0,1026.0,1026.0,0.0,1026.0,1,1,1,3,5,0,1977,1,308.0,316.0,85.0,6,2010
68.0,50271.0,1981,1987,0.0,1810.0,1842.0,1842.0,0.0,1842.0,2,0,1,0,5,1,1981,3,894.0,857.0,72.0,11,2006
85.0,13600.0,1965,1990,176.0,454.0,768.0,1186.0,800.0,1986.0,0,2,1,3,7,3,1965,2,486.0,0.0,42.0,10,2009
64.0,6762.0,2006,2006,24.0,686.0,1187.0,1208.0,0.0,1208.0,1,2,0,2,6,0,2006,2,632.0,105.0,61.0,2,2010
63.0,8500.0,2004,2004,106.0,0.0,1422.0,1422.0,0.0,1422.0,0,2,0,3,7,0,2004,2,626.0,192.0,60.0,11,2007
67.0,8877.0,1951,1951,0.0,836.0,836.0,1220.0,0.0,1220.0,0,1,0,2,6,0,1951,2,396.0,0.0,0.0,4,2006
69.06,15611.0,1977,1977,0.0,767.0,1126.0,1126.0,0.0,1126.0,0,2,0,3,6,0,1977,2,540.0,180.0,0.0,3,2008
70.0,13300.0,1956,2001,0.0,494.0,1015.0,1384.0,0.0,1384.0,1,1,0,2,6,0,2001,2,896.0,75.0,0.0,6,2006
65.0,6500.0,1976,1976,84.0,1033.0,1127.0,1127.0,0.0,1127.0,0,1,1,3,6,1,1991,2,480.0,0.0,0.0,5,2008
75.0,9525.0,1954,1972,0.0,444.0,994.0,1216.0,639.0,1855.0,0,2,0,4,7,0,1954,1,325.0,182.0,0.0,10,2006
65.0,6993.0,1961,1994,0.0,465.0,912.0,1236.0,0.0,1236.0,0,1,0,3,6,1,1961,1,288.0,0.0,0.0,6,2006
82.0,9430.0,1999,1999,673.0,1163.0,1252.0,1268.0,1097.0,2365.0,1,2,1,3,8,1,1999,3,856.0,0.0,128.0,7,2009
69.06,11029.0,1968,1984,220.0,619.0,1054.0,1512.0,1142.0,2654.0,1,2,1,4,9,1,1968,2,619.0,0.0,65.0,8,2006
69.06,14311.0,1996,1996,402.0,1023.0,1236.0,1236.0,1104.0,2340.0,1,2,1,4,9,1,1996,3,787.0,192.0,180.0,6,2008
60.0,10800.0,1987,1988,0.0,1200.0,1200.0,1200.0,0.0,1200.0,3,3,0,3,5,0,2005,0,0.0,120.0,0.0,3,2009
34.0,3604.0,2007,2007,0.0,0.0,689.0,703.0,689.0,1392.0,0,2,0,2,5,0,2007,2,540.0,0.0,102.0,2,2008
60.0,10320.0,1915,1950,0.0,375.0,1138.0,1138.0,1042.0,2180.0,0,1,1,3,7,1,2006,2,720.0,0.0,0.0,5,2007
69.06,10603.0,1977,2001,28.0,1200.0,1610.0,1610.0,0.0,1610.0,1,2,0,3,6,2,1977,2,480.0,168.0,68.0,2,2010
42.0,4084.0,1986,1986,340.0,893.0,1277.0,1501.0,0.0,1501.0,1,2,0,2,6,1,1986,2,512.0,240.0,0.0,7,2008
61.0,7943.0,1961,1961,192.0,903.0,1029.0,1029.0,0.0,1029.0,1,1,0,3,5,0,1961,1,261.0,64.0,0.0,4,2007
92.0,6930.0,1958,1958,120.0,300.0,1062.0,1352.0,0.0,1352.0,0,1,0,3,6,0,1958,1,288.0,168.0,0.0,7,2006
60.0,7200.0,1940,1950,279.0,0.0,808.0,1072.0,0.0,1072.0,0,1,0,2,5,2,1940,2,379.0,0.0,0.0,5,2007
82.0,16052.0,2006,2006,734.0,1206.0,1850.0,1850.0,848.0,2698.0,1,2,1,4,11,1,2006,3,736.0,250.0,0.0,7,2006
65.0,7150.0,1962,1962,60.0,140.0,912.0,912.0,0.0,912.0,0,1,0,3,6,0,1962,1,252.0,0.0,0.0,10,2009
65.0,6012.0,1955,1955,0.0,0.0,0.0,1152.0,0.0,1152.0,0,2,0,2,6,0,2005,0,0.0,0.0,0.0,6,2008
53.0,5350.0,1920,1965,0.0,116.0,624.0,730.0,720.0,1450.0,0,1,0,3,7,0,1935,1,288.0,0.0,192.0,3,2008
60.0,5400.0,1921,1968,0.0,0.0,1073.0,1073.0,0.0,1073.0,0,1,0,2,4,0,1968,1,326.0,0.0,0.0,12,2006
69.06,9535.0,1967,1967,450.0,194.0,1176.0,1458.0,0.0,1458.0,1,1,1,3,7,1,1967,2,512.0,284.0,0.0,7,2006
65.0,7441.0,2006,2006,170.0,0.0,1461.0,1486.0,0.0,1486.0,0,2,0,3,7,0,2006,2,566.0,0.0,32.0,6,2007
88.0,15400.0,1961,1961,0.0,0.0,552.0,904.0,611.0,1774.0,0,2,0,4,8,1,1961,1,384.0,290.0,40.0,7,2009
68.0,10544.0,1969,1969,0.0,476.0,864.0,864.0,615.0,1479.0,0,2,0,5,8,0,1969,1,275.0,287.0,0.0,4,2010
85.0,10936.0,2006,2006,60.0,0.0,1504.0,1504.0,0.0,1504.0,0,2,0,3,7,0,2006,2,510.0,144.0,0.0,9,2006
80.0,11316.0,2002,2003,44.0,624.0,817.0,824.0,1070.0,1894.0,1,2,1,4,8,1,2002,2,510.0,0.0,40.0,2,2010
72.0,8640.0,2006,2006,0.0,24.0,1278.0,1278.0,0.0,1278.0,0,2,0,2,5,0,2006,2,584.0,0.0,60.0,10,2006
93.0,12090.0,1998,1998,650.0,0.0,1141.0,1165.0,1098.0,2263.0,0,2,1,4,10,1,1998,2,420.0,144.0,123.0,7,2006
69.06,7939.0,2000,2000,23.0,820.0,1168.0,1168.0,1619.0,2787.0,2,4,2,6,8,2,2000,4,820.0,312.0,0.0,10,2009
69.06,7750.0,2002,2002,99.7,0.0,707.0,707.0,707.0,1414.0,0,2,1,3,6,1,2002,2,403.0,100.0,35.0,4,2008
85.0,9350.0,1964,1991,108.0,270.0,1302.0,1302.0,0.0,1302.0,0,2,0,3,7,0,1964,1,309.0,333.0,0.0,10,2007
69.06,7750.0,2002,2002,0.0,353.0,408.0,779.0,640.0,1419.0,1,2,1,3,7,1,2002,2,527.0,120.0,0.0,3,2009
128.0,13001.0,1971,1971,176.0,492.0,1625.0,1220.0,0.0,1220.0,0,2,0,2,6,1,1971,2,944.0,0.0,0.0,9,2007
69.06,13607.0,1986,1986,242.0,454.0,572.0,1182.0,800.0,1982.0,1,2,1,3,6,1,1986,2,501.0,400.0,112.0,4,2009
69.06,4435.0,2003,2003,170.0,685.0,848.0,848.0,0.0,848.0,1,1,0,1,4,0,2003,2,420.0,140.0,0.0,5,2009
44.0,3843.0,2007,2008,174.0,1476.0,1596.0,1648.0,0.0,1648.0,1,2,0,2,5,1,2007,2,482.0,162.0,53.0,6,2009
65.0,5950.0,1989,1989,0.0,319.0,1337.0,1337.0,0.0,1337.0,1,2,0,2,5,1,1989,2,462.0,0.0,73.0,4,2008
80.0,12400.0,1940,1950,0.0,602.0,901.0,1125.0,592.0,1717.0,0,1,1,2,7,1,1940,1,410.0,0.0,0.0,2,2006
75.0,10425.0,1956,1958,0.0,774.0,1104.0,1104.0,0.0,1104.0,1,1,0,3,5,0,1956,1,384.0,0.0,0.0,4,2008
69.06,16269.0,1978,1978,76.0,625.0,907.0,907.0,0.0,907.0,0,1,0,3,5,0,1978,1,343.0,72.0,0.0,7,2009
68.0,8998.0,2000,2000,120.0,527.0,782.0,782.0,870.0,1652.0,0,2,1,3,6,0,2000,2,532.0,0.0,70.0,6,2008
80.0,10400.0,1967,1997,256.0,0.0,932.0,1271.0,1369.0,2640.0,0,2,1,5,8,1,1967,2,515.0,0.0,120.0,5,2009
60.0,10134.0,1940,1950,0.0,0.0,735.0,735.0,299.0,1034.0,0,1,0,2,5,0,1940,1,240.0,0.0,39.0,7,2007
64.0,7007.0,1979,1979,0.0,0.0,0.0,1513.0,0.0,1513.0,0,2,0,4,8,0,1979,2,400.0,0.0,0.0,6,2009
78.0,11645.0,2005,2006,76.0,24.0,1498.0,1498.0,0.0,1498.0,0,2,0,3,7,1,2005,3,844.0,144.0,98.0,3,2009
60.0,8250.0,1963,1963,0.0,288.0,1053.0,1053.0,0.0,1053.0,1,1,0,3,6,0,1994,2,692.0,240.0,0.0,7,2007
69.06,11027.0,1954,1954,28.0,468.0,1178.0,1293.0,0.0,1293.0,1,2,0,2,5,0,1954,2,452.0,280.0,0.0,5,2006
95.0,12350.0,2008,2008,450.0,1232.0,2020.0,2020.0,0.0,2020.0,1,2,0,3,7,1,2008,3,896.0,192.0,98.0,5,2009
69.06,18275.0,1962,1998,0.0,636.0,1438.0,1900.0,548.0,2448.0,1,3,0,3,9,2,1962,2,441.0,520.0,102.0,9,2006
77.0,9206.0,1985,1985,336.0,0.0,741.0,977.0,755.0,1732.0,0,2,1,3,7,1,1985,2,476.0,192.0,46.0,6,2010
48.0,6240.0,2006,2006,176.0,863.0,1324.0,1324.0,0.0,1324.0,1,2,0,2,6,1,2006,2,550.0,192.0,38.0,12,2009
68.0,9656.0,1923,1970,0.0,0.0,678.0,832.0,0.0,832.0,0,1,0,2,5,1,1928,2,780.0,0.0,0.0,6,2010
63.0,7875.0,1995,1996,38.0,0.0,1237.0,1253.0,0.0,1253.0,0,2,0,3,6,1,1995,2,402.0,220.0,21.0,6,2007
111.0,16259.0,2006,2006,370.0,0.0,1249.0,1249.0,1347.0,2596.0,0,3,1,4,9,0,2006,3,840.0,240.0,154.0,9,2006
69.06,6173.0,1967,1967,75.0,599.0,876.0,902.0,0.0,902.0,0,1,0,3,6,0,1967,1,288.0,0.0,0.0,8,2007
75.0,12890.0,1989,1989,128.0,0.0,1495.0,1495.0,0.0,1495.0,0,2,0,3,8,1,1989,2,438.0,252.0,0.0,7,2008
84.0,10440.0,2007,2007,0.0,0.0,1574.0,1584.0,0.0,1584.0,0,2,0,2,6,1,2007,2,594.0,0.0,256.0,5,2007
63.0,7500.0,2004,2005,120.0,680.0,1080.0,1080.0,0.0,1080.0,1,1,0,3,6,0,2005,0,0.0,0.0,0.0,4,2008
75.0,9532.0,1953,1953,0.0,595.0,1105.0,1647.0,0.0,1647.0,1,1,0,3,6,1,1953,1,280.0,225.0,0.0,2,2007
53.0,3922.0,2006,2007,72.0,0.0,1258.0,1258.0,0.0,1258.0,0,2,0,2,6,1,2007,3,648.0,144.0,16.0,6,2007
60.0,8730.0,1915,2003,0.0,0.0,698.0,698.0,698.0,1396.0,0,1,0,3,7,0,2003,1,384.0,0.0,0.0,7,2007
60.0,6060.0,1930,2007,0.0,737.0,837.0,1001.0,0.0,1001.0,0,1,0,2,5,0,1930,1,216.0,154.0,0.0,11,2007
107.0,14450.0,2006,2007,315.0,0.0,2121.0,2121.0,0.0,2121.0,0,2,1,3,8,1,2007,3,732.0,124.0,98.0,5,2007
60.0,5400.0,1920,1950,0.0,0.0,972.0,1044.0,0.0,1480.0,0,1,0,3,6,0,1920,1,207.0,0.0,0.0,9,2009
85.0,10000.0,2006,2006,410.0,0.0,1588.0,1588.0,0.0,1588.0,0,2,0,3,7,1,2006,3,825.0,144.0,45.0,12,2007
72.0,10007.0,1959,2006,54.0,806.0,1053.0,1053.0,0.0,1053.0,1,1,1,3,5,0,1959,1,312.0,0.0,0.0,8,2008
52.0,7830.0,1921,1950,0.0,416.0,492.0,492.0,0.0,492.0,1,1,0,1,3,0,1921,1,200.0,0.0,0.0,6,2006
90.0,11727.0,1969,1969,434.0,0.0,1851.0,1851.0,0.0,1851.0,0,2,0,3,8,1,1969,2,506.0,0.0,146.0,3,2006
60.0,10320.0,1915,1965,0.0,276.0,698.0,754.0,649.0,1403.0,1,1,1,3,7,0,1915,1,308.0,0.0,0.0,2,2009
65.0,10482.0,1958,1958,63.0,507.0,588.0,1138.0,0.0,1138.0,0,1,0,3,6,0,1958,1,264.0,224.0,0.0,6,2007
110.0,15274.0,2003,2003,724.0,1972.0,2452.0,2452.0,0.0,2452.0,2,2,0,3,10,1,2003,3,886.0,0.0,116.0,7,2009
61.0,8800.0,1977,2008,0.0,532.0,1040.0,1040.0,0.0,1040.0,0,2,0,3,5,0,1977,2,484.0,0.0,0.0,9,2009
75.0,10000.0,1993,1994,0.0,0.0,763.0,763.0,892.0,1655.0,0,2,1,3,7,1,1993,2,440.0,157.0,84.0,4,2010
78.0,10140.0,1974,1974,196.0,888.0,1116.0,1116.0,0.0,1116.0,1,2,0,3,6,1,1974,2,528.0,0.0,0.0,4,2009
58.0,14054.0,2006,2006,0.0,0.0,879.0,879.0,984.0,1863.0,0,2,1,4,9,1,2006,3,660.0,100.0,17.0,11,2006
70.0,11218.0,1992,1992,0.0,0.0,1055.0,1055.0,790.0,1845.0,0,2,1,3,8,1,1992,2,462.0,635.0,104.0,5,2010
74.0,8856.0,1957,1957,143.0,621.0,1176.0,1176.0,0.0,1176.0,1,1,0,3,6,2,1957,1,292.0,0.0,88.0,5,2008
65.0,7800.0,1966,2008,47.0,240.0,864.0,892.0,0.0,892.0,1,1,0,3,5,0,1966,1,416.0,0.0,0.0,6,2010
60.0,7200.0,1910,2006,0.0,247.0,1022.0,1022.0,0.0,1022.0,1,1,0,2,4,0,1956,1,280.0,0.0,30.0,6,2009
89.0,10680.0,1951,1951,44.0,756.0,2136.0,2136.0,0.0,2136.0,0,2,0,4,7,0,1951,2,528.0,0.0,30.0,10,2006
59.0,9535.0,1998,1998,0.0,851.0,926.0,926.0,678.0,1604.0,0,2,1,3,7,0,1998,2,472.0,100.0,82.0,5,2008
66.0,6858.0,1915,1950,0.0,0.0,806.0,841.0,806.0,1647.0,1,1,1,4,6,0,1920,1,216.0,0.0,66.0,5,2010
75.0,8100.0,1961,2007,0.0,764.0,864.0,864.0,0.0,864.0,1,1,0,3,5,1,1962,1,420.0,132.0,0.0,7,2008
69.06,9216.0,1975,1975,176.0,294.0,1076.0,1076.0,0.0,1076.0,0,1,1,3,5,1,1985,2,576.0,0.0,0.0,9,2008
50.0,9100.0,1930,1960,0.0,0.0,742.0,779.0,0.0,935.0,0,1,0,2,4,0,1988,1,308.0,0.0,0.0,8,2008
67.0,12774.0,2003,2004,95.0,0.0,835.0,835.0,828.0,1663.0,0,2,1,3,8,0,2003,2,478.0,168.0,68.0,7,2008
50.0,6000.0,1950,1970,0.0,384.0,768.0,768.0,560.0,1328.0,0,1,1,3,6,0,1950,1,308.0,0.0,12.0,3,2009
69.06,10364.0,1995,1996,0.0,0.0,806.0,806.0,766.0,1572.0,0,2,1,3,7,1,1995,2,373.0,0.0,40.0,5,2007
50.0,6000.0,1939,1950,0.0,264.0,739.0,874.0,468.0,1342.0,0,2,0,2,7,1,1939,1,240.0,0.0,0.0,4,2008
69.06,10530.0,1971,1971,0.0,282.0,981.0,981.0,0.0,981.0,1,1,1,3,5,0,1979,2,576.0,0.0,312.0,3,2007
75.0,9525.0,1995,2006,0.0,0.0,1099.0,1099.0,0.0,1099.0,0,1,1,3,6,0,1999,1,352.0,278.0,0.0,6,2008
69.06,8880.0,1994,2002,0.0,695.0,948.0,1222.0,888.0,2110.0,1,2,1,3,8,2,1994,2,463.0,0.0,130.0,5,2010
82.0,8410.0,1974,1974,0.0,924.0,970.0,1026.0,0.0,1026.0,1,1,0,2,5,1,1974,2,528.0,193.0,0.0,4,2007
42.0,4385.0,2001,2001,0.0,964.0,1419.0,1419.0,0.0,1419.0,1,1,1,2,5,1,2001,2,588.0,155.0,58.0,9,2008
100.0,12919.0,2009,2010,760.0,2188.0,2330.0,2364.0,0.0,2364.0,1,2,1,2,11,2,2009,3,820.0,0.0,67.0,3,2010
82.0,12464.0,1996,1996,0.0,732.0,1040.0,1040.0,0.0,1040.0,1,1,0,3,6,0,2000,2,576.0,168.0,0.0,11,2009
43.0,5005.0,1992,1992,0.0,263.0,1280.0,1280.0,0.0,1280.0,0,2,0,2,5,0,1992,2,506.0,0.0,82.0,1,2010
76.0,9591.0,2004,2005,344.0,0.0,1143.0,1143.0,1330.0,2473.0,0,2,1,4,9,1,2004,3,852.0,192.0,151.0,10,2007
70.0,6960.0,1940,1998,0.0,258.0,680.0,798.0,504.0,1302.0,0,1,1,2,6,2,1940,1,224.0,0.0,0.0,7,2007
75.0,9825.0,1966,1966,0.0,609.0,1092.0,1092.0,0.0,1092.0,0,1,0,3,6,0,1966,1,264.0,259.0,0.0,4,2008
88.0,14175.0,1956,1956,0.0,776.0,988.0,1188.0,0.0,1188.0,1,1,0,1,4,1,1956,2,621.0,102.0,89.0,6,2008
74.0,7400.0,1962,1962,0.0,809.0,1045.0,1045.0,0.0,1045.0,1,1,0,3,6,0,1962,2,528.0,0.0,0.0,3,2006
88.0,10738.0,1966,1966,0.0,792.0,1093.0,1093.0,0.0,1093.0,1,2,0,3,6,1,1966,2,484.0,224.0,0.0,11,2007
65.0,8366.0,2004,2004,0.0,0.0,798.0,798.0,842.0,1640.0,0,2,1,3,6,0,2004,2,520.0,138.0,45.0,12,2008
70.0,9842.0,1962,1962,0.0,0.0,0.0,1224.0,0.0,1224.0,0,2,0,2,6,0,1962,2,462.0,0.0,0.0,3,2007
60.0,7200.0,1936,2007,0.0,350.0,560.0,575.0,560.0,1135.0,1,1,0,3,6,0,1971,2,576.0,256.0,0.0,4,2009
60.0,10230.0,1925,1950,0.0,0.0,1054.0,1078.0,0.0,1078.0,0,1,0,3,6,0,1987,1,264.0,0.0,0.0,12,2009
52.0,8626.0,1956,1956,1.0,0.0,0.0,968.0,0.0,968.0,0,1,0,2,5,0,1956,1,331.0,0.0,0.0,5,2007
74.0,8834.0,2004,2005,216.0,1170.0,1462.0,1462.0,762.0,2224.0,1,2,1,4,10,1,2004,3,738.0,184.0,0.0,6,2009
60.0,8544.0,1950,1950,0.0,0.0,0.0,1040.0,0.0,1040.0,0,2,0,2,6,0,1949,2,400.0,0.0,0.0,7,2006
68.0,9179.0,1999,1999,158.0,633.0,873.0,882.0,908.0,1790.0,1,2,1,3,7,0,1999,2,588.0,0.0,88.0,6,2008
79.0,11526.0,1922,1994,0.0,0.0,588.0,1423.0,748.0,2555.0,0,2,0,3,11,1,1993,2,672.0,431.0,0.0,9,2008
70.0,5684.0,1930,2005,0.0,0.0,813.0,813.0,0.0,813.0,0,1,0,2,5,0,1932,1,270.0,0.0,113.0,6,2006
69.06,11885.0,2001,2001,108.0,990.0,1299.0,1299.0,573.0,1872.0,1,2,1,3,7,1,2001,2,531.0,160.0,122.0,11,2009
80.0,9600.0,1956,1956,0.0,504.0,1050.0,1050.0,0.0,1050.0,0,1,0,2,5,0,1956,1,338.0,0.0,0.0,6,2009
114.0,17242.0,1993,1994,738.0,292.0,1733.0,1933.0,1567.0,3500.0,1,3,1,4,11,1,1993,3,959.0,870.0,86.0,5,2006
75.0,10215.0,1954,1954,132.0,492.0,864.0,948.0,0.0,948.0,0,1,0,3,5,0,1954,1,248.0,0.0,0.0,2,2007
60.0,8550.0,1926,1950,0.0,0.0,750.0,960.0,356.0,1316.0,0,1,0,4,7,0,1965,2,576.0,0.0,0.0,10,2007
69.06,18450.0,1965,1979,113.0,187.0,1021.0,1465.0,915.0,2380.0,0,2,1,3,7,1,1965,2,596.0,0.0,265.0,8,2007
69.06,14778.0,1954,2006,72.0,728.0,1296.0,1640.0,0.0,1640.0,1,1,0,3,7,1,1993,2,924.0,108.0,0.0,11,2008
30.0,3180.0,2005,2005,0.0,390.0,600.0,600.0,600.0,1200.0,1,2,1,2,5,0,2005,2,480.0,0.0,166.0,5,2008
52.0,3068.0,1920,1993,0.0,0.0,662.0,662.0,662.0,1324.0,0,1,0,3,6,0,1920,1,180.0,0.0,0.0,2,2010
68.0,8298.0,2006,2007,99.7,583.0,1546.0,1564.0,0.0,1564.0,0,2,0,2,6,1,2207,2,502.0,132.0,0.0,9,2007
104.0,13518.0,2008,2009,860.0,0.0,1926.0,1966.0,1174.0,3140.0,0,3,1,4,11,2,2009,3,820.0,144.0,78.0,7,2009
90.0,33120.0,1962,1962,0.0,0.0,1595.0,1611.0,875.0,2486.0,0,2,0,5,8,1,1962,2,576.0,0.0,0.0,10,2006
69.06,13142.0,1997,1997,128.0,688.0,864.0,872.0,899.0,1771.0,1,2,1,3,6,0,1997,2,600.0,0.0,96.0,7,2008
107.0,11362.0,2004,2005,42.0,1039.0,1836.0,1836.0,0.0,1836.0,1,2,0,3,7,1,2004,3,862.0,125.0,185.0,3,2009
92.0,10845.0,2003,2004,504.0,1149.0,1603.0,1575.0,0.0,1575.0,1,2,0,2,7,1,2003,3,732.0,216.0,28.0,6,2008
21.0,1936.0,1970,1970,0.0,131.0,630.0,630.0,0.0,630.0,1,1,0,1,3,0,2005,0,0.0,0.0,0.0,12,2007
80.0,9760.0,1963,1984,218.0,717.0,1395.0,1395.0,0.0,1395.0,1,1,0,2,7,1,1963,2,440.0,657.0,0.0,5,2010
66.0,3960.0,1930,1950,0.0,0.0,502.0,502.0,502.0,1004.0,0,1,0,2,5,1,1930,1,200.0,280.0,0.0,7,2006
70.0,9100.0,2004,2005,0.0,24.0,1860.0,1836.0,0.0,1836.0,0,2,0,3,8,1,2004,2,484.0,120.0,33.0,10,2006
80.0,9600.0,1960,1960,203.0,658.0,1296.0,1496.0,0.0,1496.0,0,2,0,3,6,0,1960,2,450.0,0.0,22.0,2,2008
57.0,9764.0,1967,2003,0.0,702.0,894.0,894.0,0.0,894.0,1,1,0,3,5,0,1967,2,450.0,0.0,0.0,5,2008
60.0,8430.0,1978,1978,136.0,616.0,1040.0,1040.0,0.0,1040.0,0,2,0,3,5,0,2005,0,0.0,0.0,0.0,8,2009
50.0,9060.0,1923,1999,0.0,548.0,859.0,942.0,886.0,1828.0,0,2,0,3,6,0,2005,2,473.67,174.0,0.0,3,2007
66.0,12778.0,1952,2003,0.0,658.0,1008.0,1008.0,0.0,1008.0,1,1,0,2,4,0,1952,1,280.0,0.0,154.0,1,2006
60.0,8172.0,1955,1955,0.0,682.0,864.0,864.0,0.0,864.0,1,1,0,3,5,0,1996,2,528.0,196.0,0.0,10,2007
64.0,9037.0,2006,2006,32.0,428.0,1476.0,1484.0,0.0,1484.0,0,2,0,2,6,1,2006,2,472.0,120.0,33.0,12,2007
52.0,6292.0,1930,1950,0.0,384.0,768.0,790.0,0.0,790.0,0,1,0,2,4,0,1925,1,160.0,0.0,141.0,4,2008
85.0,11900.0,1977,1977,157.0,400.0,1122.0,946.0,988.0,1934.0,1,2,1,3,6,1,1977,2,567.0,0.0,176.0,7,2009
70.0,7945.0,1959,1959,0.0,179.0,1150.0,1150.0,0.0,1150.0,1,1,0,3,6,0,1959,1,300.0,0.0,0.0,5,2006
134.0,16659.0,2007,2008,0.0,0.0,1582.0,1582.0,570.0,2152.0,0,2,1,3,7,1,2007,2,728.0,0.0,368.0,6,2007
50.0,9340.0,1941,1950,0.0,344.0,672.0,672.0,0.0,672.0,1,1,0,2,4,0,1941,1,234.0,0.0,113.0,8,2009
69.06,11454.0,1995,1995,302.0,770.0,1401.0,1511.0,0.0,1511.0,1,2,0,3,6,1,1995,3,811.0,168.0,42.0,2,2008
80.0,8480.0,1945,1950,0.0,700.0,793.0,793.0,0.0,793.0,1,1,0,2,4,0,1945,1,240.0,0.0,0.0,8,2009
65.0,6305.0,1975,1975,0.0,528.0,1008.0,1096.0,0.0,1096.0,1,1,0,3,5,1,1975,1,352.0,0.0,0.0,6,2010
82.0,9709.0,2007,2007,120.0,778.0,918.0,958.0,1142.0,2100.0,1,2,1,3,8,2,2007,3,786.0,172.0,104.0,9,2007
60.0,10930.0,1945,1950,0.0,580.0,913.0,1048.0,510.0,1558.0,1,1,1,3,6,1,1962,1,288.0,0.0,0.0,4,2008
69.06,50102.0,1958,1958,0.0,909.0,1632.0,1650.0,0.0,1650.0,1,1,0,2,6,2,1958,2,518.0,0.0,0.0,3,2006
74.0,8899.0,2007,2007,108.0,40.0,948.0,948.0,1140.0,2088.0,0,2,1,4,10,1,2007,3,656.0,100.0,24.0,6,2008
65.0,10237.0,2005,2006,0.0,0.0,768.0,768.0,768.0,1536.0,0,2,1,3,6,1,2005,2,400.0,100.0,38.0,6,2007
80.0,9736.0,1957,1969,289.0,668.0,1331.0,1721.0,0.0,1721.0,0,1,0,4,8,3,1957,2,464.0,0.0,0.0,4,2007
24.0,2364.0,1978,1978,0.0,320.0,804.0,804.0,744.0,1548.0,0,2,1,3,7,1,1978,2,440.0,108.0,0.0,7,2009
55.0,7892.0,1979,1979,0.0,0.0,918.0,918.0,0.0,918.0,0,2,0,2,5,1,1979,1,264.0,28.0,0.0,4,2010
95.0,12350.0,2009,2009,0.0,986.0,1365.0,1365.0,1325.0,2690.0,1,2,1,3,8,1,2009,3,864.0,0.0,197.0,7,2009
