ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,mo_sold,yr_sold,sale_type,saleprice
11/2_story_finished_all_ages,RM,60.0,5400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,972.0,GasA,Ex,Y,SBrkr,1044.0,0.0,1480.0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1920,Unf,1,207.0,Fa,TA,Y,0.0,0.0,9,2009,ConLI,11.686878772093667
1story_1946_&_newer_all_styles,RL,85.0,10000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0.0,Unf,1588.0,GasA,Ex,Y,SBrkr,1588.0,0.0,1588.0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006,RFn,3,825.0,TA,TA,Y,144.0,45.0,12,2007,WD ,12.332705296463539
1story_1946_&_newer_all_styles,RL,72.0,10007.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,Gd,TA,CBlock,TA,TA,No,ALQ,806.0,Unf,1053.0,GasA,Ex,Y,SBrkr,1053.0,0.0,1053.0,1,1,1,3,1,Gd,5,Typ,0,,Attchd,1959,RFn,1,312.0,TA,TA,Y,0.0,0.0,8,2008,WD ,11.887931365593685
1story_1945_&_older,RM,52.0,7830.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1921,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,416.0,Unf,492.0,GasA,TA,Y,SBrkr,492.0,0.0,492.0,1,1,0,1,1,TA,3,Typ,0,,Detchd,1921,Unf,1,200.0,Fa,TA,N,0.0,0.0,6,2006,WD ,11.02679245379461
1story_1946_&_newer_all_styles,RL,90.0,11727.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,434.0,TA,Gd,CBlock,TA,TA,Mn,Unf,0.0,Unf,1851.0,GasA,Gd,Y,SBrkr,1851.0,0.0,1851.0,0,2,0,3,1,TA,8,Typ,1,TA,Attchd,1969,Fin,2,506.0,TA,TA,Y,0.0,146.0,3,2006,WD ,12.165771348756648
2_family_conversion__all_styles_and_ages,RM,60.0,10320.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,276.0,ALQ,698.0,GasA,Ex,Y,FuseF,754.0,649.0,1403.0,1,1,1,3,1,TA,7,Typ,0,,Detchd,1915,Unf,1,308.0,TA,TA,Y,0.0,0.0,2,2009,WD ,11.661345470088502
split_or_multilevel,RL,65.0,10482.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,507.0,Unf,588.0,GasA,Ex,Y,SBrkr,1138.0,0.0,1138.0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1958,RFn,1,264.0,TA,TA,Y,224.0,0.0,6,2007,WD ,11.884489021402711
1story_1946_&_newer_all_styles,RL,61.0,8800.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532.0,Rec,1040.0,GasA,TA,Y,SBrkr,1040.0,0.0,1040.0,0,2,0,3,1,Gd,5,Typ,0,,Detchd,1977,Unf,2,484.0,TA,TA,Y,0.0,0.0,9,2009,WD ,11.921718363171067
2story_1946_&_newer,RL,75.0,10000.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,763.0,GasA,Gd,Y,SBrkr,763.0,892.0,1655.0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993,Fin,2,440.0,TA,TA,Y,157.0,84.0,4,2010,WD ,12.077670930725649
1story_1946_&_newer_all_styles,RL,78.0,10140.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Hip,CompShg,Plywood,Plywood,BrkFace,196.0,TA,TA,CBlock,TA,TA,No,ALQ,888.0,Unf,1116.0,GasA,Ex,Y,SBrkr,1116.0,0.0,1116.0,1,2,0,3,1,TA,6,Typ,1,TA,Attchd,1974,RFn,2,528.0,TA,TA,Y,0.0,0.0,4,2009,WD ,12.031123843065632
2story_1946_&_newer,RL,58.0,14054.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,879.0,GasA,Ex,Y,SBrkr,879.0,984.0,1863.0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006,Fin,3,660.0,TA,TA,Y,100.0,17.0,11,2006,New,12.297785453453374
2story_1946_&_newer,RL,70.0,11218.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1055.0,GasA,Ex,Y,SBrkr,1055.0,790.0,1845.0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992,RFn,2,462.0,TA,TA,Y,635.0,104.0,5,2010,WD ,12.14950229404178
1story_1946_&_newer_all_styles,RL,74.0,8856.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,143.0,TA,TA,CBlock,TA,TA,No,ALQ,621.0,LwQ,1176.0,GasA,TA,Y,SBrkr,1176.0,0.0,1176.0,1,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1957,RFn,1,292.0,TA,TA,Y,0.0,88.0,5,2008,WD ,11.824079893607152
1story_1946_&_newer_all_styles,RL,65.0,7800.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,2008,Hip,CompShg,HdBoard,HdBoard,BrkFace,47.0,TA,TA,CBlock,TA,TA,Mn,BLQ,240.0,Rec,864.0,GasA,Ex,Y,SBrkr,892.0,0.0,892.0,1,1,0,3,1,Gd,5,Typ,0,,Detchd,1966,Unf,1,416.0,TA,TA,Y,0.0,0.0,6,2010,WD ,11.834284063781393
1story_1945_&_older,RM,60.0,7200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,247.0,Rec,1022.0,GasW,TA,N,SBrkr,1022.0,0.0,1022.0,1,1,0,2,1,TA,4,Maj2,0,,Detchd,1956,Unf,1,280.0,TA,TA,Y,0.0,30.0,6,2009,WD ,11.350406535472453
1story_1946_&_newer_all_styles,RL,89.0,10680.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,756.0,Unf,2136.0,GasA,TA,N,FuseA,2136.0,0.0,2136.0,0,2,0,4,1,TA,7,Mod,0,,Detchd,1951,Unf,2,528.0,TA,TA,Y,0.0,30.0,10,2006,WD ,11.834284063781393
2story_1946_&_newer,RL,59.0,9535.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,851.0,Unf,926.0,GasA,Ex,Y,SBrkr,926.0,678.0,1604.0,0,2,1,3,1,TA,7,Typ,0,,Attchd,1998,Fin,2,472.0,TA,TA,Y,100.0,82.0,5,2008,WD ,12.183315658407558
2story_1945_&_older,RL,66.0,6858.0,Pave,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,806.0,GasA,TA,N,FuseF,841.0,806.0,1647.0,1,1,1,4,1,Fa,6,Typ,0,,Detchd,1920,Unf,1,216.0,TA,TA,Y,0.0,66.0,5,2010,WD ,11.759785542901755
1story_1946_&_newer_all_styles,RL,75.0,8100.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1961,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,764.0,Unf,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,864.0,1,1,0,3,1,Gd,5,Typ,1,TA,Detchd,1962,Unf,1,420.0,TA,TA,Y,132.0,0.0,7,2008,WD ,11.813030057420567
1story_1946_&_newer_all_styles,RL,69.06,9216.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,Av,ALQ,294.0,Unf,1076.0,GasA,TA,Y,SBrkr,1076.0,0.0,1076.0,0,1,1,3,1,TA,5,Typ,1,Fa,Detchd,1985,Unf,2,576.0,TA,TA,Y,0.0,0.0,9,2008,WD ,11.87196261669798
1story_w/finished_attic_all_ages,RM,50.0,9100.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feedr,1Fam,1Story,5,6,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,742.0,GasA,TA,Y,FuseA,779.0,0.0,935.0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1988,Unf,1,308.0,TA,TA,P,0.0,0.0,8,2008,WD ,11.283512300642423
2story_1946_&_newer,RL,67.0,12774.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,835.0,GasA,Ex,Y,SBrkr,835.0,828.0,1663.0,0,2,1,3,1,Gd,8,Typ,0,,Attchd,2003,RFn,2,478.0,TA,TA,Y,168.0,68.0,7,2008,WD ,12.167851432709975
11/2_story_finished_all_ages,RM,50.0,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Ex,CBlock,TA,TA,No,BLQ,384.0,Unf,768.0,GasA,TA,Y,FuseA,768.0,560.0,1328.0,0,1,1,3,1,TA,6,Typ,0,,Detchd,1950,Unf,1,308.0,TA,TA,Y,0.0,12.0,3,2009,WD ,11.771436160121729
2story_1946_&_newer,RL,69.06,10364.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,806.0,GasA,Gd,Y,SBrkr,806.0,766.0,1572.0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995,Fin,2,373.0,TA,TA,Y,0.0,40.0,5,2007,WD ,12.031719258385396
11/2_story_finished_all_ages,RM,50.0,6000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,264.0,Unf,739.0,GasA,Ex,Y,SBrkr,874.0,468.0,1342.0,0,2,0,2,2,TA,7,Typ,1,Gd,Detchd,1939,Unf,1,240.0,TA,TA,Y,0.0,0.0,4,2008,WD ,11.56171562913966
1story_1946_&_newer_all_styles,RL,69.06,10530.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,282.0,LwQ,981.0,GasA,TA,Y,SBrkr,981.0,0.0,981.0,1,1,1,3,1,TA,5,Typ,0,,Detchd,1979,Unf,2,576.0,TA,TA,Y,0.0,312.0,3,2007,WD ,11.872346634576987
1story_1946_&_newer_all_styles,RL,75.0,9525.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1099.0,GasA,Ex,Y,SBrkr,1099.0,0.0,1099.0,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1999,Unf,1,352.0,TA,TA,Y,278.0,0.0,6,2008,WD ,11.877568578558138
2story_1946_&_newer,RL,69.06,8880.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695.0,Unf,948.0,GasA,Ex,Y,SBrkr,1222.0,888.0,2110.0,1,2,1,3,1,Gd,8,Typ,2,Fa,Attchd,1994,RFn,2,463.0,TA,TA,Y,0.0,130.0,5,2010,WD ,12.230765258120545
split_foyer,RL,82.0,8410.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1974,1974,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,924.0,Unf,970.0,GasA,TA,Y,SBrkr,1026.0,0.0,1026.0,1,1,0,2,1,TA,5,Typ,1,Po,Attchd,1974,Unf,2,528.0,TA,TA,Y,193.0,0.0,4,2007,WD ,11.870599909242044
1story_pud_(planned_unit_development)__1946_&_newer,FV,42.0,4385.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,964.0,Unf,1419.0,GasA,Ex,Y,SBrkr,1419.0,0.0,1419.0,1,1,1,2,1,Ex,5,Typ,1,TA,Attchd,2001,Fin,2,588.0,TA,TA,Y,155.0,58.0,9,2008,WD ,12.577636201962656
1story_1946_&_newer_all_styles,RL,82.0,12464.0,Pave,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,732.0,Unf,1040.0,GasA,Gd,Y,SBrkr,1040.0,0.0,1040.0,1,1,0,3,1,Gd,6,Typ,0,,Detchd,2000,Unf,2,576.0,TA,TA,Y,168.0,0.0,11,2009,WD ,11.931635799828413
1story_pud_(planned_unit_development)__1946_&_newer,RL,43.0,5005.0,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,263.0,Unf,1280.0,GasA,Ex,Y,SBrkr,1280.0,0.0,1280.0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,1992,RFn,2,506.0,TA,TA,Y,0.0,82.0,1,2010,WD ,12.162643087602838
2story_1946_&_newer,RL,76.0,9591.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,1143.0,GasA,Ex,Y,SBrkr,1143.0,1330.0,2473.0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004,RFn,3,852.0,TA,TA,Y,192.0,151.0,10,2007,WD ,12.666657052859417
11/2_story_finished_all_ages,RL,70.0,6960.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,7,8,1940,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,258.0,Unf,680.0,GasA,Ex,Y,FuseA,798.0,504.0,1302.0,0,1,1,2,1,Gd,6,Typ,2,Gd,Attchd,1940,Unf,1,224.0,TA,TA,Y,0.0,0.0,7,2007,WD ,12.015214757713933
1story_1946_&_newer_all_styles,RL,75.0,9825.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,609.0,Unf,1092.0,GasA,TA,Y,SBrkr,1092.0,0.0,1092.0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1966,Unf,1,264.0,TA,TA,Y,259.0,0.0,4,2008,COD,11.719939634354555
1story_1946_&_newer_all_styles,RL,88.0,14175.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,776.0,Unf,988.0,GasA,TA,Y,FuseA,1188.0,0.0,1188.0,1,1,0,1,1,TA,4,Typ,1,TA,Attchd,1956,Unf,2,621.0,TA,TA,Y,102.0,89.0,6,2008,WD ,12.128111104060462
1story_1946_&_newer_all_styles,RL,74.0,7400.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1Story,7,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,809.0,Unf,1045.0,GasA,Gd,Y,SBrkr,1045.0,0.0,1045.0,1,1,0,3,1,TA,6,Typ,0,,Detchd,1962,Unf,2,528.0,TA,TA,Y,0.0,0.0,3,2006,WD ,11.695247021764184
1story_1946_&_newer_all_styles,RL,88.0,10738.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,792.0,Unf,1093.0,GasA,Gd,Y,SBrkr,1093.0,0.0,1093.0,1,2,0,3,1,TA,6,Typ,1,Fa,Attchd,1966,RFn,2,484.0,TA,TA,Y,224.0,0.0,11,2007,WD ,11.973509872299472
2story_1946_&_newer,RL,65.0,8366.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,798.0,GasA,Ex,Y,SBrkr,798.0,842.0,1640.0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2004,RFn,2,520.0,TA,TA,Y,138.0,45.0,12,2008,WD ,12.061046873479915
duplex__all_styles_and_ages,RL,70.0,9842.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,GasA,TA,Y,SBrkr,1224.0,0.0,1224.0,0,2,0,2,2,TA,6,Typ,0,,CarPort,1962,Unf,2,462.0,TA,TA,Y,0.0,0.0,3,2007,WD ,11.53076538309856
2story_1945_&_older,RL,60.0,7200.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350.0,BLQ,560.0,GasA,Ex,Y,SBrkr,575.0,560.0,1135.0,1,1,0,3,1,Gd,6,Typ,0,,Detchd,1971,RFn,2,576.0,TA,TA,Y,256.0,0.0,4,2009,WD ,11.951180395901384
1story_1945_&_older,RL,60.0,10230.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1054.0,GasA,Ex,Y,SBrkr,1078.0,0.0,1078.0,0,1,0,3,1,Ex,6,Typ,0,,Detchd,1987,Unf,1,264.0,TA,TA,N,0.0,0.0,12,2009,WD ,11.736069016284437
1story_1946_&_newer_all_styles,RM,52.0,8626.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,,,,,0.0,,0.0,GasA,Gd,Y,SBrkr,968.0,0.0,968.0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1956,Unf,1,331.0,Fa,TA,Y,0.0,0.0,5,2007,WD ,11.556942350387002
2story_1946_&_newer,RL,74.0,8834.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,1170.0,Unf,1462.0,GasA,Ex,Y,SBrkr,1462.0,762.0,2224.0,1,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,2004,Fin,3,738.0,TA,TA,Y,184.0,0.0,6,2009,WD ,12.765688433465597
duplex__all_styles_and_ages,RL,60.0,8544.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,Stucco,Stone,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,GasA,Gd,N,FuseF,1040.0,0.0,1040.0,0,2,0,2,2,TA,6,Typ,0,,Detchd,1949,Unf,2,400.0,TA,TA,Y,0.0,0.0,7,2006,WD ,11.44571671527678
2story_1946_&_newer,RL,68.0,9179.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,158.0,Gd,TA,PConc,Gd,TA,No,GLQ,633.0,Unf,873.0,GasA,Ex,Y,SBrkr,882.0,908.0,1790.0,1,2,1,3,1,Gd,7,Typ,0,,Attchd,1999,RFn,2,588.0,TA,TA,Y,0.0,88.0,6,2008,WD ,12.170445467887022
2story_1945_&_older,RL,79.0,11526.0,Pave,IR1,Bnk,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2.5Fin,6,7,1922,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Ex,TA,No,Unf,0.0,Unf,588.0,GasA,Fa,Y,SBrkr,1423.0,748.0,2555.0,0,2,0,3,1,TA,11,Min1,1,Gd,Detchd,1993,Fin,2,672.0,TA,TA,Y,431.0,0.0,9,2008,WD ,12.160028707028767
1story_1945_&_older,RM,70.0,5684.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,813.0,GasA,Ex,Y,FuseA,813.0,0.0,813.0,0,1,0,2,1,Gd,5,Typ,0,,Detchd,1932,Unf,1,270.0,Fa,Fa,N,0.0,113.0,6,2006,WD ,11.608235644774552
2story_1946_&_newer,RL,69.06,11885.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,Av,GLQ,990.0,Unf,1299.0,GasA,Ex,Y,SBrkr,1299.0,573.0,1872.0,1,2,1,3,1,Ex,7,Typ,1,TA,BuiltIn,2001,RFn,2,531.0,TA,TA,Y,160.0,122.0,11,2009,WD ,12.474189562487116
1story_1946_&_newer_all_styles,RL,80.0,9600.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,504.0,Unf,1050.0,GasA,Gd,Y,SBrkr,1050.0,0.0,1050.0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1956,Unf,1,338.0,TA,TA,Y,0.0,0.0,6,2009,WD ,11.766792188927278
1story_1946_&_newer_all_styles,RL,75.0,10215.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,TA,TA,PConc,TA,TA,No,ALQ,492.0,Unf,864.0,GasA,Ex,Y,SBrkr,948.0,0.0,948.0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1954,Unf,1,248.0,TA,TA,Y,0.0,0.0,2,2007,WD ,11.617285480294472
11/2_story_finished_all_ages,RL,60.0,8550.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,750.0,GasA,TA,Y,SBrkr,960.0,356.0,1316.0,0,1,0,4,1,TA,7,Typ,0,,Detchd,1965,Unf,2,576.0,TA,TA,Y,0.0,0.0,10,2007,ConLw,11.407564949312402
